dataset,data_layer,metric,time_fs,value
master_results,population_diagonal_production_30ps,population_diagonal_purity,3510,0.388399759945
master_results,population_diagonal_production_30ps,population_diagonal_purity,3520,0.388189369671
master_results,population_diagonal_production_30ps,population_diagonal_purity,3530,0.387979638291
master_results,population_diagonal_production_30ps,population_diagonal_purity,3540,0.387770527096
master_results,population_diagonal_production_30ps,population_diagonal_purity,3550,0.387562000119
master_results,population_diagonal_production_30ps,population_diagonal_purity,3560,0.387354024923
master_results,population_diagonal_production_30ps,population_diagonal_purity,3570,0.387146575115
master_results,population_diagonal_production_30ps,population_diagonal_purity,3580,0.386939626413
master_results,population_diagonal_production_30ps,population_diagonal_purity,3590,0.386733154669
master_results,population_diagonal_production_30ps,population_diagonal_purity,3600,0.386527140742
master_results,population_diagonal_production_30ps,population_diagonal_purity,3610,0.386321567936
master_results,population_diagonal_production_30ps,population_diagonal_purity,3620,0.386116420305
master_results,population_diagonal_production_30ps,population_diagonal_purity,3630,0.385911684914
master_results,population_diagonal_production_30ps,population_diagonal_purity,3640,0.385707349215
master_results,population_diagonal_production_30ps,population_diagonal_purity,3650,0.385503402627
master_results,population_diagonal_production_30ps,population_diagonal_purity,3660,0.385299834883
master_results,population_diagonal_production_30ps,population_diagonal_purity,3670,0.385096638536
master_results,population_diagonal_production_30ps,population_diagonal_purity,3680,0.384893804463
master_results,population_diagonal_production_30ps,population_diagonal_purity,3690,0.384691326103
master_results,population_diagonal_production_30ps,population_diagonal_purity,3700,0.384489198283
master_results,population_diagonal_production_30ps,population_diagonal_purity,3710,0.384287415751
master_results,population_diagonal_production_30ps,population_diagonal_purity,3720,0.384085974071
master_results,population_diagonal_production_30ps,population_diagonal_purity,3730,0.383884868537
master_results,population_diagonal_production_30ps,population_diagonal_purity,3740,0.383684095726
master_results,population_diagonal_production_30ps,population_diagonal_purity,3750,0.383483652282
master_results,population_diagonal_production_30ps,population_diagonal_purity,3760,0.383283536308
master_results,population_diagonal_production_30ps,population_diagonal_purity,3770,0.383083743856
